source_column,rpm,target label,sample_index,value_0,fault_type_simple,fault_type_name,spectral_centroid,spectral_variance,peak_frequency,peak_amplitude,low_freq_energy_ratio,mid_freq_energy_ratio,high_freq_energy_ratio,BPFO_amplitude,BPFI_amplitude,BSF_amplitude,FR_amplitude
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,75,-0.294709038,OR,外圈故障,2787.0101,2844476.376,3445.31,128.2374,0.0194,0.9798,0.0008,17.6172,0,0,2.7257
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,76,1.436782807,OR,外圈故障,3453.9738,6714716.825,3500,183.0601,0.0122,0.9841,0.0038,11.6282,0,0,2.7033
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,77,0.002745089,OR,外圈故障,2810.2862,1656859.824,3500,234.6568,0.0077,0.992,0.0003,6.4481,0,0,2.5551
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,78,-0.049268748,OR,外圈故障,2848.4076,2053635.452,3500,215.2267,0.0082,0.9914,0.0004,6.0929,0,0,2.6901
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,79,0.216895805,OR,外圈故障,2863.94,2636245.259,3375,157.099,0.0145,0.9849,0.0006,11.5304,0,0,2.3374
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,80,0.225429324,OR,外圈故障,2802.7919,2749159.241,3304.69,162.0249,0.0195,0.9797,0.0009,15.1901,0,0,2.2938
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,81,-0.152077346,OR,外圈故障,2663.6343,1364299.184,3476.56,157.4651,0.016,0.9835,0.0006,16.2149,0,0,2.6328
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,82,-0.106158881,OR,外圈故障,2840.4223,2339259.367,3445.31,159.5679,0.0144,0.9851,0.0005,16.2303,0,0,2.1929
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,83,-0.107377956,OR,外圈故障,2899.404,2690292.274,3414.06,164.5268,0.0112,0.9881,0.0007,12.1645,0,0,2.8301
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,84,0.091737511,OR,外圈故障,2793.7112,1491885.789,3429.69,227.738,0.0096,0.99,0.0004,7.2069,0,0,1.8911
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,85,0.30548187,OR,外圈故障,2852.781,1713727.933,3453.12,249.4726,0.0076,0.9921,0.0003,6.6365,0,0,2.5429
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,86,0.015748547,OR,外圈故障,3181.8958,4922155.998,3500,193.5938,0.0123,0.9857,0.0019,7.5288,0,0,7.1504
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,87,0.15594209,OR,外圈故障,2654.871,2123870.023,3359.38,106.8766,0.0276,0.9714,0.0011,11.6841,0,0,4.673
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,88,-0.760801773,OR,外圈故障,3218.8618,4973219.658,3492.19,185.9583,0.0124,0.9859,0.0017,18.3785,0,0,6.0603
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,89,-0.030982634,OR,外圈故障,2736.4869,1348579.672,3500,225.4733,0.009,0.9907,0.0003,16.208,0,0,2.1463
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,90,0.003964163,OR,外圈故障,2710.4243,1552558.946,3546.88,144.9764,0.0138,0.9858,0.0004,11.5581,0,0,3.4935
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,91,-0.105346165,OR,外圈故障,2768.4367,1462111.598,3390.62,176.7505,0.0136,0.986,0.0004,12.2387,0,0,2.5517
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,92,-0.058208626,OR,外圈故障,2782.6391,1679201.882,3500,221.9515,0.0112,0.9884,0.0004,11.0027,0,0,3.5031
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,93,-0.118755982,OR,外圈故障,2797.8219,1890241.385,3445.31,199.1369,0.0108,0.9887,0.0004,9.9467,0,0,3.2839
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,94,0.102302822,OR,外圈故障,2835.1629,2288161.556,3500,172.3878,0.0105,0.989,0.0005,11.3167,0,0,2.2928
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,95,-0.011477445,OR,外圈故障,2726.7814,1229798.982,3500,202.3209,0.0093,0.9903,0.0003,11.8312,0,0,4.1138
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,96,-0.175239758,OR,外圈故障,2770.1794,1425178.245,3500,224.9544,0.0094,0.9903,0.0003,12.6642,0,0,2.5243
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,97,0.0259075,OR,外圈故障,2878.8081,2189769.58,3421.88,214.9272,0.0087,0.9908,0.0005,13.4659,0,0,1.876
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,98,-0.057395909,OR,外圈故障,2875.9439,2459810.923,3445.31,176.114,0.0116,0.9873,0.0011,13.8262,0,0,3.6388
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,99,-0.178084264,OR,外圈故障,2798.494,2764292.227,3398.44,140.5314,0.0176,0.9817,0.0008,12.9456,0,0,2.447
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,100,0.18154265,OR,外圈故障,2917.9549,2552182.918,3437.5,190.5603,0.01,0.9891,0.0009,14.6865,0,0,4.445
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,101,0.001119656,OR,外圈故障,2767.328,1452062.407,3445.31,209.5457,0.0087,0.9909,0.0004,12.0464,0,0,1.8089
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,102,-0.004975715,OR,外圈故障,2739.9085,1252920.355,3531.25,142.4869,0.0121,0.9873,0.0006,8.7091,0,0,1.7457
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,103,-0.082590112,OR,外圈故障,2747.1709,1473871.035,3492.19,178.4191,0.0127,0.9867,0.0006,6.5184,0,0,2.0331
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,104,-0.004975715,OR,外圈故障,2728.803,1473643.089,3484.38,174.2221,0.0119,0.9877,0.0004,7.2266,0,0,3.0079
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,105,-0.142324752,OR,外圈故障,2760.1357,2326563.051,3429.69,143.5045,0.0165,0.9829,0.0007,10.3104,0,0,2.1702
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,106,0.091331153,OR,外圈故障,2770.2814,1371498.122,3421.88,216.7545,0.0105,0.9888,0.0007,11.02,0,0,2.5155
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,107,0.031596513,OR,外圈故障,2799.7157,1508535.226,3429.69,232.942,0.0106,0.9888,0.0006,16.3228,0,0,2.5743
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,108,0.018186696,OR,外圈故障,2763.5114,1328851.9,3453.12,207.6916,0.0098,0.9898,0.0004,15.6138,0,0,3.4874
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,109,-0.056989552,OR,外圈故障,2789.1478,1768110.138,3445.31,225.5971,0.0102,0.9894,0.0004,10.0933,0,0,3.0033
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,110,0.051914418,OR,外圈故障,2828.1087,2630751.092,3500,130.3548,0.0187,0.9805,0.0008,8.617,0,0,3.2357
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,111,-0.278454714,OR,外圈故障,2848.0924,2325757.144,3500,153.3599,0.0151,0.9843,0.0006,5.9016,0,0,2.2241
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,112,0.089705721,OR,外圈故障,2864.5655,2337055.251,3445.31,204.6545,0.0109,0.9886,0.0005,5.7285,0,0,2.6141
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,113,0.037691884,OR,外圈故障,2802.0475,2164917.911,3437.5,148.6188,0.0145,0.985,0.0005,10.9082,0,0,1.9902
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,114,0.059228863,OR,外圈故障,2756.8568,1566003.213,3445.31,177.98,0.0144,0.985,0.0006,16.5746,0,0,4.2967
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,115,0.177479069,OR,外圈故障,2926.2422,2816149.22,3500,230.0207,0.0119,0.9875,0.0006,15.0279,0,0,2.1526
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,116,0.011278608,OR,外圈故障,2724.8052,1488855.619,3500,184.2386,0.0111,0.9885,0.0005,13.9542,0,0,2.341
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,117,-0.239850695,OR,外圈故障,2843.3918,2857957.133,3476.56,166.4807,0.0143,0.985,0.0007,11.8667,0,0,2.9083
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,118,0.05800979,OR,外圈故障,2763.5937,1838750.104,3468.75,183.299,0.0124,0.9871,0.0006,6.9892,0,0,3.7247
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,119,0.081984917,OR,外圈故障,2735.5385,1374902.683,3398.44,217.1072,0.0106,0.989,0.0004,7.6393,0,0,3.65
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,120,-0.1020953,OR,外圈故障,2802.885,1763074.606,3500,229.3375,0.0095,0.99,0.0005,7.5046,0,0,2.6875
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,121,0.105553686,OR,外圈故障,2708.0076,1614274.36,3445.31,150.1491,0.0139,0.9853,0.0008,11.8857,0,0,2.9684
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,122,0.061667012,OR,外圈故障,2793.357,2848272.558,3312.5,126.2904,0.0195,0.9791,0.0014,13.9457,0,0,3.4327
12kHz_DE_data OR021@12_3 (第1列),1718,OR021@12_3,123,-0.038703438,OR,外圈故障,2709.1156,1400486.146,3414.06,183.9255,0.0127,0.9868,0.0005,14.3757,0,0,2.6896
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,0,0.070011607,OR,外圈故障,3092.4639,4101327.905,2632.81,723.2013,0.0013,0.9979,0.0008,14.3153,0,0,6.195
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,1,0.781544633,OR,外圈故障,2747.6766,1441406.256,2632.81,779.787,0.0013,0.9985,0.0003,10.0256,0,0,6.8169
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,2,-0.770336933,OR,外圈故障,3212.1148,5035327.254,2632.81,701.8732,0.0012,0.9977,0.0011,10.2189,0,0,7.6551
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,3,1.143609695,OR,外圈故障,2964.5682,2964189.877,2632.81,862.0841,0.0009,0.9987,0.0004,9.9279,0,0,4.7229
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,4,0.539355207,OR,外圈故障,2947.8908,2895943.943,2632.81,720.4379,0.0009,0.9988,0.0003,11.4361,0,0,2.1213
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,5,-0.136418305,OR,外圈故障,2806.424,1799028.278,2804.69,650.7149,0.0009,0.9988,0.0002,14.6597,0,0,1.8801
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,6,-0.326593893,OR,外圈故障,2700.2391,930484.3213,2632.81,826.4839,0.001,0.9988,0.0002,17.7525,0,0,1.5524
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,7,0.493843101,OR,外圈故障,2696.8145,939335.5594,2632.81,869.0914,0.0008,0.9989,0.0002,16.1185,0,0,2.644
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,8,-0.434278789,OR,外圈故障,2687.9507,809169.907,2632.81,849.881,0.0008,0.9989,0.0002,13.1834,0,0,5.3642
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,9,0.710025608,OR,外圈故障,2763.6849,1551127.292,2632.81,761.3214,0.0011,0.9987,0.0002,7.2969,0,0,3.3664
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,10,-0.617139932,OR,外圈故障,2702.8651,978241.9502,2632.81,631.0756,0.001,0.9988,0.0002,5.0153,0,0,3.7194
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,11,0.185417306,OR,外圈故障,2695.1885,988473.41,2632.81,975.1725,0.0009,0.9988,0.0002,7.1606,0,0,3.0207
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,12,-0.276611848,OR,外圈故障,2836.4832,2234562.691,2632.81,906.5137,0.0009,0.9988,0.0003,6.4715,0,0,3.2493
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,13,0.475963345,OR,外圈故障,2662.3162,653399.1303,2632.81,678.6456,0.001,0.9988,0.0002,10.4202,0,0,4.1929
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,14,0.287819546,OR,外圈故障,2941.1157,2922289.794,2632.81,797.6082,0.001,0.9987,0.0003,18.7013,0,0,2.3642
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,15,0.397536233,OR,外圈故障,2875.6376,2306407.909,2632.81,785.6184,0.0009,0.9988,0.0003,17.9729,0,0,3.191
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,16,-0.568783319,OR,外圈故障,2795.767,1608546.905,2632.81,857.3764,0.0008,0.999,0.0002,15.5252,0,0,3.7991
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,17,0.897763048,OR,外圈故障,3104.6442,4067795.421,2632.81,828.7553,0.0009,0.9986,0.0006,11.7459,0,0,2.4063
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,18,-0.397706561,OR,外圈故障,3126.036,4375295.306,2632.81,635.4693,0.0011,0.9983,0.0007,9.4672,0,0,4.5348
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,19,-0.510674111,OR,外圈故障,2984.8395,3167501.894,2632.81,789.9157,0.0011,0.9985,0.0004,7.2298,0,0,3.0729
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,20,1.519897292,OR,外圈故障,3342.6354,6034974.033,2632.81,913.5072,0.0014,0.9971,0.0015,9.0744,0,0,7.9752
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,21,0.456051798,OR,外圈故障,3279.3434,5407763.967,2632.81,759.4547,0.0012,0.9977,0.0011,9.0024,0,0,3.6431
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,22,-1.732186546,OR,外圈故障,3061.9715,4037445.443,2632.81,800.0818,0.0014,0.998,0.0006,14.1832,0,0,3.0694
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,23,-1.523724843,OR,外圈故障,3153.7108,4582540.339,2632.81,763.0072,0.0012,0.998,0.0007,14.2702,0,0,2.4523
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,24,0.084234141,OR,外圈故障,2740.0169,1353136.007,2632.81,812.9798,0.0012,0.9986,0.0003,15.6974,0,0,2.6944
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,25,0.295946709,OR,外圈故障,2810.0166,2046403.831,2632.81,1097.9084,0.0011,0.9986,0.0003,15.1872,0,0,2.594
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,26,-0.364791555,OR,外圈故障,2979.1638,3224021.329,2632.81,760.3124,0.0012,0.9983,0.0005,16.2138,0,0,4.1612
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,27,0.862003535,OR,外圈故障,2696.7478,915568.6437,2632.81,748.1598,0.0013,0.9985,0.0002,12.5321,0,0,4.2705
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,28,-1.19132392,OR,外圈故障,3344.2662,5784876.051,2632.81,856.7481,0.0009,0.9978,0.0013,12.0442,0,0,5.419
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,29,0.538136133,OR,外圈故障,3462.8988,6431295.409,2632.81,841.6147,0.0007,0.9977,0.0016,10.1258,0,0,4.5638
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,30,1.074935177,OR,外圈故障,3219.7237,4985455.863,2632.81,681.4712,0.0009,0.9982,0.0009,13.0677,0,0,4.0122
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,31,-2.200311071,OR,外圈故障,3564.7205,7210961.076,2632.81,634.8005,0.0008,0.9969,0.0023,12.0938,0,0,3.453
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,32,-0.422900763,OR,外圈故障,3033.5611,3531091.745,2632.81,785.1976,0.0008,0.9987,0.0005,11.9069,0,0,4.1279
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,33,1.060306286,OR,外圈故障,3218.8936,4880054.179,2632.81,971.0724,0.0007,0.9986,0.0008,14.4271,0,0,3.1363
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,34,0.469867973,OR,外圈故障,2770.7415,1422825.594,2804.69,762.6421,0.0007,0.999,0.0003,14.1769,0,0,2.8263
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,35,-0.78821669,OR,外圈故障,2744.9083,1316920.692,2632.81,743.9544,0.0009,0.9989,0.0002,13.6298,0,0,2.2683
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,36,0.09276766,OR,外圈故障,2678.7498,710426.7768,2632.81,722.7207,0.0008,0.999,0.0002,15.7815,0,0,1.6836
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,37,-0.542776401,OR,外圈故障,2730.1334,1223603.54,2804.69,726.4348,0.0008,0.9989,0.0003,15.3776,0,0,2.0793
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,38,0.126089025,OR,外圈故障,2752.1636,1488883.131,2632.81,970.3406,0.0009,0.9988,0.0003,11.4303,0,0,3.8374
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,39,-0.241258694,OR,外圈故障,3188.9674,4792908.676,2804.69,656.6584,0.0011,0.998,0.0009,8.8884,0,0,1.831
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,40,0.568206632,OR,外圈故障,2985.6803,3470826.508,2804.69,803.4199,0.0014,0.9981,0.0005,13.798,0,0,6.3357
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,41,-1.98941122,OR,外圈故障,3046.839,3714835.212,2632.81,909.5723,0.001,0.9985,0.0005,12.224,0,0,2.0351
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,42,1.12776173,OR,外圈故障,3041.0967,3685280.727,2632.81,822.2674,0.0011,0.9984,0.0005,14.0958,0,0,3.8605
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,43,-0.830071574,OR,外圈故障,3041.2603,3626471.534,2632.81,792.5934,0.001,0.9985,0.0005,14.1025,0,0,2.2252
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,44,0.059446297,OR,外圈故障,2897.8798,2571239.941,2632.81,684.817,0.0009,0.9988,0.0003,17.0182,0,0,3.3053
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,45,0.44061019,OR,外圈故障,2751.9136,1265549.281,2804.69,776.8358,0.0008,0.9989,0.0003,15.1316,0,0,2.6531
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,46,-0.510674111,OR,外圈故障,2850.2479,2105184.669,2632.81,915.1963,0.0007,0.999,0.0003,14.5278,0,0,2.6945
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,47,0.629160347,OR,外圈故障,3270.596,5180508.344,2804.69,752.3199,0.0008,0.9982,0.001,12.1283,0,0,3.9001
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,48,0.041160183,OR,外圈故障,3217.5163,4942957.52,2632.81,710.4107,0.0009,0.9983,0.0008,9.583,0,0,2.5172
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,49,-1.256747574,OR,外圈故障,3143.7352,4368774.161,2804.69,761.9814,0.0008,0.9984,0.0007,10.3549,0,0,3.8276
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,50,1.822227715,OR,外圈故障,3526.6257,6873686.237,2632.81,852.0914,0.0006,0.9973,0.0021,9.8078,0,0,2.3372
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,51,-0.070181935,OR,外圈故障,2769.6827,1582173.625,2632.81,720.6721,0.0012,0.9985,0.0003,9.6395,0,0,5.272
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,52,-1.519661262,OR,外圈故障,3252.7613,5083360.434,2804.69,728.0629,0.0009,0.9981,0.001,17.2563,0,0,2.3154
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,53,0.252466392,OR,外圈故障,2767.6841,1487210.773,2632.81,683.8643,0.0012,0.9985,0.0003,19.6119,0,0,4.72
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,54,0.40241253,OR,外圈故障,2687.6371,743426.7116,2632.81,705.8601,0.0009,0.9988,0.0002,17.6064,0,0,2.1727
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,55,-0.415586317,OR,外圈故障,2749.9121,1290034.921,2632.81,859.4388,0.001,0.9988,0.0002,16.908,0,0,2.4824
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,56,0.306105661,OR,外圈故障,2796.1578,1705907.185,2632.81,733.7797,0.0012,0.9985,0.0002,14.3496,0,0,2.2409
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,57,-0.728888408,OR,外圈故障,2783.0904,1617429.732,2804.69,622.4583,0.0009,0.9988,0.0002,8.7776,0,0,2.3556
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,58,-0.296117036,OR,外圈故障,2944.1728,2864406.709,2632.81,842.0928,0.0008,0.9988,0.0004,7.2271,0,0,3.3758
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,59,-0.346099082,OR,外圈故障,2757.9398,1390771.146,2632.81,833.5598,0.001,0.9987,0.0003,11.881,0,0,4.4739
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,60,-0.889806214,OR,外圈故障,3146.9947,4486454.024,2632.81,729.3693,0.0008,0.9985,0.0007,10.579,0,0,2.6644
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,61,-0.114881326,OR,外圈故障,2809.9724,1890992.722,2632.81,829.6658,0.0012,0.9985,0.0003,13.058,0,0,5.089
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,62,0.651103684,OR,外圈故障,3049.0081,3696976.449,2632.81,746.4519,0.001,0.9986,0.0005,22.3064,0,0,2.9582
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,63,-0.176241398,OR,外圈故障,2738.3133,1296114.61,2632.81,881.7132,0.0009,0.9988,0.0002,22.7105,0,0,5.0707
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,64,-0.666715619,OR,外圈故障,2778.7181,1625238.787,2632.81,904.5885,0.001,0.9988,0.0002,18.2476,0,0,1.7355
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,65,-0.185993993,OR,外圈故障,2750.1024,1472848.639,2632.81,715.5705,0.0012,0.9986,0.0002,12.2004,0,0,3.6354
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,66,-0.418430824,OR,外圈故障,2894.7834,2512505.75,2632.81,822.3225,0.0012,0.9985,0.0003,8.8273,0,0,4.0726
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,67,0.033845737,OR,外圈故障,2767.3018,1500495.974,2632.81,879.3687,0.0011,0.9987,0.0002,6.6563,0,0,2.9957
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,68,0.54951416,OR,外圈故障,2910.066,2638555.302,2632.81,887.8957,0.0011,0.9986,0.0003,8.0801,0,0,1.9831
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,69,0.434108461,OR,外圈故障,3232.6535,5032234.182,2632.81,852.2285,0.0013,0.9979,0.0008,12.6161,0,0,3.89
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,70,1.295587624,OR,外圈故障,2752.1893,1417504.526,2632.81,696.0235,0.0012,0.9986,0.0002,19.0382,0,0,2.5537
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,71,-1.248620412,OR,外圈故障,2935.6119,2919131.108,2632.81,917.1477,0.0011,0.9986,0.0004,22.4995,0,0,2.5188
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,72,1.025359489,OR,外圈故障,2779.1089,1566563.114,2632.81,1007.6123,0.001,0.9988,0.0002,20.2107,0,0,1.3806
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,73,-0.475727315,OR,外圈故障,2966.0112,3014433.032,2632.81,771.93,0.0008,0.9988,0.0004,18.7332,0,0,1.8447
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,74,0.68808227,OR,外圈故障,2902.9168,2606160.33,2632.81,835.7555,0.0011,0.9985,0.0003,12.1586,0,0,3.6792
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,75,0.700273014,OR,外圈故障,2865.7961,2295018.188,2632.81,799.2888,0.0011,0.9986,0.0003,8.8432,0,0,2.3157
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,76,-0.447688606,OR,外圈故障,2983.8788,3210858.963,2632.81,921.2362,0.001,0.9985,0.0005,9.4487,0,0,4.962
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,77,-0.070994652,OR,外圈故障,3353.6613,5805585.787,2632.81,953.3836,0.0009,0.9979,0.0012,12.548,0,0,2.3149
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,78,-0.917844923,OR,外圈故障,2917.877,2580374.244,2632.81,698.0255,0.0013,0.9984,0.0004,16.699,0,0,2.9792
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,79,2.327330828,OR,外圈故障,3452.9507,6469129.221,2632.81,782.9215,0.0014,0.9968,0.0018,17.7861,0,0,2.7633
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,80,-2.158862546,OR,外圈故障,3258.494,5199743.489,2632.81,1076.0664,0.0014,0.9977,0.0009,16.3993,0,0,3.7497
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,81,-0.385109459,OR,外圈故障,2969.3225,3027807.725,2632.81,799.7003,0.0013,0.9983,0.0004,15.3565,0,0,3.4613
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,82,0.145594214,OR,外圈故障,2702.0743,838963.1523,2632.81,827.8513,0.0013,0.9985,0.0002,18.4268,0,0,2.8774
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,83,0.362589436,OR,外圈故障,2789.569,1714342.873,2804.69,701.8255,0.0013,0.9985,0.0002,17.3027,0,0,3.9733
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,84,-0.106347806,OR,外圈故障,2712.0426,948429.5271,2632.81,782.1908,0.0009,0.9988,0.0002,15.0179,0,0,2.1385
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,85,-0.019793532,OR,外圈故障,2711.6156,929268.1031,2632.81,1016.9819,0.0008,0.9989,0.0002,13.32,0,0,2.2012
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,86,-0.360727973,OR,外圈故障,2742.3336,1184434.816,2632.81,682.6832,0.001,0.9988,0.0003,12.2961,0,0,2.2506
12kHz_DE_data OR007@3_0 (第1列),1797,OR007@3_0,87,-0.036047856,OR,外圈故障,2963.4079,3051195.122,2632.81,666.7602,0.0013,0.9983,0.0004,13.078,0,0,3.6107
